ppl,ppl_token_weighted,total_loss,num_batches,n_tokens,wall_s,gpu_s,apply_ms,assignment_hash,input_hash,peak_mem_cuda:0,peak_mem_cuda:1,prov_torch,prov_transformers,prov_python,prov_cuda,prov_n_devices,prov_function_name,prov_profiling,prov_model
4.47681407284157,4.47681407284157,5.995646595954895,4,32768,26.02675394527614,26.026720703125,5.659625865519047,87f1e6ef29aed050,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.484653584885427,4.484653584885427,6.002645015716553,4,32768,25.977578293066472,25.977544921875,5.541754886507988,aaed5cd481af3f06,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.476296301875792,4.476296301875792,5.995183944702148,4,32768,25.98960864590481,25.989599609375,5.563544109463692,350faf067e809b70,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.480275510509342,4.480275510509342,5.998738169670105,4,32768,25.98306597582996,25.9830390625,5.612532142549753,60ed6b3ef9e3117c,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.47686717410009,4.47686717410009,5.995694041252136,4,32768,25.98603162402287,25.98603515625,5.968701094388962,ea368e8c16121c42,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.484567379469674,4.484567379469674,6.0025681257247925,4,32768,25.99810290383175,25.998083984375,6.017767824232578,65aa85e71e551048,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.473711545005852,4.473711545005852,5.992873549461365,4,32768,25.970189237967134,25.970171875,5.75149105861783,a24cca42d5664a43,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.483764612637967,4.483764612637967,6.001852035522461,4,32768,25.968017409089953,25.96799609375,5.708553828299046,ec404a44d9f40f6e,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.47485136932739,4.47485136932739,5.993892550468445,4,32768,26.029080959036946,26.0290546875,5.886145867407322,cbc4b50adad21bde,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.476266152667564,4.476266152667564,5.99515700340271,4,32768,25.99712473480031,25.997095703125,4.900169093161821,ce3979a2543010fb,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.474903247042765,4.474903247042765,5.99393892288208,4,32768,25.992452355101705,25.99241796875,5.515621043741703,b5ef58cc5aac40b4,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.481585158173057,4.481585158173057,5.9999072551727295,4,32768,25.980161024723202,25.980125,5.351705942302942,4fec6b011215df7a,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.474703607819853,4.474703607819853,5.993760466575623,4,32768,25.976340948138386,25.976296875,5.270886700600386,da9f15f6918bba10,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.477577430624936,4.477577430624936,5.996328592300415,4,32768,26.01060780789703,26.010568359375,5.20581379532814,d9043ee98ddfae61,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.473619283677554,4.473619283677554,5.992791056632996,4,32768,25.98939324915409,25.9893515625,4.9132900312542915,756e40dc90090df5,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.479373122042408,4.479373122042408,5.997932434082031,4,32768,25.95696669491008,25.9569296875,5.583011079579592,b43be4d73bfa523b,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.474438636181626,4.474438636181626,5.993523597717285,4,32768,26.001330730039626,26.001296875,5.611313972622156,e13ed13ccdca0f5e,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.478071594381097,4.478071594381097,5.996770024299622,4,32768,25.976474552880973,25.976443359375,4.926184192299843,71628de23939ff9a,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.476131684335347,4.476131684335347,5.995036840438843,4,32768,25.97553685028106,25.9755,5.500307772308588,2ae32d1fb03c1e96,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.482798329213106,4.482798329213106,6.00098991394043,4,32768,25.971631299704313,25.97159375,5.360923241823912,c128646e67499ed8,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.473948873349555,4.473948873349555,5.993085741996765,4,32768,25.97693699412048,25.976896484375,4.814001265913248,f0611a669c8bebc7,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.480402492315801,4.480402492315801,5.998851537704468,4,32768,25.979897198732942,25.979857421875,5.653670988976955,00089de822dd983e,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.473110547290685,4.473110547290685,5.99233615398407,4,32768,25.97676613368094,25.976724609375,5.197749938815832,5e018cc8e164cd02,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.479893919126505,4.479893919126505,5.998397469520569,4,32768,25.938851330894977,25.938814453125,4.936558660119772,32a659de285ae232,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
4.473948873349555,4.473948873349555,5.993085741996765,4,32768,25.97853422537446,25.978501953125,5.671829916536808,f0611a669c8bebc7,a7ffcf49b17fa3fa,57702418944,57635277312,2.8.0+cu128,4.56.1,3.11.13,12.8,2,vlp,off,NousResearch/Llama-2-7b-hf
